key	book	chapter	verse	word	role	case	tense	voice	mood	degree
43011011003	JHN	11	11	3						
43011011004	JHN	11	11	4						
43011011005	JHN	11	11	5		accusative				
43011011006	JHN	11	11	6	v		present	active	indicative	
43011011007	JHN	11	11	7	io	dative				
43011011008	JHN	11	11	8		nominative				
43011011009	JHN	11	11	9		nominative				
43011011010	JHN	11	11	10		nominative				
43011011011	JHN	11	11	11		genitive				
43011011012	JHN	11	11	12	v		perfect	passive	indicative	
43011011013	JHN	11	11	13						
43011011014	JHN	11	11	14	v		present	middlepassive	indicative	
43011011015	JHN	11	11	15						
43011011016	JHN	11	11	16	v		aorist	active	subjunctive	
43011011017	JHN	11	11	17	o	accusative				
43011012001	JHN	11	12	1	v		aorist	active	indicative	
43011012002	JHN	11	12	2						
43011012003	JHN	11	12	3		nominative				
43011012004	JHN	11	12	4		nominative				
43011012005	JHN	11	12	5	io	dative				
43011012006	JHN	11	12	6	aux	vocative				
43011012007	JHN	11	12	7						
43011012008	JHN	11	12	8	v		perfect	passive	indicative	
43011012009	JHN	11	12	9	v		future	passive	indicative	
43011013001	JHN	11	13	1	v		pluperfect	active	indicative	
43011013002	JHN	11	13	2						
43011013003	JHN	11	13	3		nominative				
43011013004	JHN	11	13	4		nominative				
43011013005	JHN	11	13	5						
43011013006	JHN	11	13	6		genitive				
43011013007	JHN	11	13	7		genitive				
43011013008	JHN	11	13	8		genitive				
43011013009	JHN	11	13	9	s	nominative				
43011013010	JHN	11	13	10						
43011013011	JHN	11	13	11	v		aorist	active	indicative	
43011013012	JHN	11	13	12						
43011013013	JHN	11	13	13						
43011013014	JHN	11	13	14		genitive				
43011013015	JHN	11	13	15		genitive				
43011013016	JHN	11	13	16		genitive				
43011013017	JHN	11	13	17		genitive				
43011013018	JHN	11	13	18	v		present	active	indicative	
43011014001	JHN	11	14	1	adv					
43011014002	JHN	11	14	2						
43011014003	JHN	11	14	3	v		aorist	active	indicative	
43011014004	JHN	11	14	4	io	dative				
43011014005	JHN	11	14	5		nominative				
43011014006	JHN	11	14	6		nominative				
43011014007	JHN	11	14	7	adv	dative				
43011014008	JHN	11	14	8	s	nominative				
43011014009	JHN	11	14	9	v		aorist	active	indicative	
43011015001	JHN	11	15	1						
43011015002	JHN	11	15	2	v		present	active	indicative	
43011015003	JHN	11	15	3						
43011015004	JHN	11	15	4		accusative				
43011015005	JHN	11	15	5						
43011015006	JHN	11	15	6	v		aorist	active	subjunctive	
43011015007	JHN	11	15	7						
43011015008	JHN	11	15	8	adv					
43011015009	JHN	11	15	9	vc		imperfect	middle	indicative	
43011015010	JHN	11	15	10	p					
43011015011	JHN	11	15	11						
43011015012	JHN	11	15	12	v		present	active	subjunctive	
43011015013	JHN	11	15	13						
43011015014	JHN	11	15	14		accusative				
43011016001	JHN	11	16	1	v		aorist	active	indicative	
43011016002	JHN	11	16	2						
43011016003	JHN	11	16	3		nominative				
43011016004	JHN	11	16	4		nominative				
43011016005	JHN	11	16	5	vc	nominative	present	passive	participle	
43011016006	JHN	11	16	6	p	nominative				
43011016007	JHN	11	16	7		dative				
43011016008	JHN	11	16	8		dative				
43011016009	JHN	11	16	9	v		present	active	subjunctive	
43011016010	JHN	11	16	10						
43011016011	JHN	11	16	11		nominative				
43011016012	JHN	11	16	12						
43011016013	JHN	11	16	13	v		aorist	active	subjunctive	
43011016014	JHN	11	16	14						
43011016015	JHN	11	16	15		genitive				
43011017001	JHN	11	17	1	v	nominative	aorist	active	participle	
43011017002	JHN	11	17	2						
43011017003	JHN	11	17	3		nominative				
43011017004	JHN	11	17	4		nominative				
43011017005	JHN	11	17	5	v		aorist	active	indicative	
43011017006	JHN	11	17	6	s	accusative				
43011017007	JHN	11	17	7		accusative				
43011017008	JHN	11	17	8	adv					
43011017009	JHN	11	17	9		accusative				
43011017010	JHN	11	17	10	v	accusative	present	active	participle	
43011017011	JHN	11	17	11						
43011017012	JHN	11	17	12		dative				
43011017013	JHN	11	17	13		dative				
43011018001	JHN	11	18	1	vc		imperfect	active	indicative	
43011018002	JHN	11	18	2						
43011018003	JHN	11	18	3	s	nominative				
43011018004	JHN	11	18	4						
43011018005	JHN	11	18	5		genitive				
43011018006	JHN	11	18	6		genitive				
43011018007	JHN	11	18	7						
43011018008	JHN	11	18	8						
43011018009	JHN	11	18	9		genitive				
43011018010	JHN	11	18	10						
43011019001	JHN	11	19	1		nominative				
43011019002	JHN	11	19	2						
43011019003	JHN	11	19	3						
43011019004	JHN	11	19	4		genitive				
43011019005	JHN	11	19	5		genitive				
43011019006	JHN	11	19	6	v		pluperfect	active	indicative	
43011019007	JHN	11	19	7						
43011019008	JHN	11	19	8		accusative				
43011019009	JHN	11	19	9		accusative				
43011019010	JHN	11	19	10						
43011019011	JHN	11	19	11		accusative				
43011019012	JHN	11	19	12						
43011019013	JHN	11	19	13	v		aorist	middle	subjunctive	
43011019014	JHN	11	19	14	o	accusative				
43011019015	JHN	11	19	15						
43011019016	JHN	11	19	16		genitive				
43011019017	JHN	11	19	17		genitive				
43011020001	JHN	11	20	1		nominative				
43011020002	JHN	11	20	2						
43011020003	JHN	11	20	3		nominative				
43011020004	JHN	11	20	4						
43011020005	JHN	11	20	5	v		aorist	active	indicative	
43011020006	JHN	11	20	6						
43011020007	JHN	11	20	7	s	nominative				
43011020008	JHN	11	20	8	v		present	middlepassive	indicative	
43011020009	JHN	11	20	9	v		aorist	active	indicative	
43011020010	JHN	11	20	10	o	dative				
43011020011	JHN	11	20	11	s	nominative				
43011020012	JHN	11	20	12						
43011020013	JHN	11	20	13						
43011020014	JHN	11	20	14		dative				
43011020015	JHN	11	20	15		dative				
43011020016	JHN	11	20	16	v		imperfect	middlepassive	indicative	
43011021001	JHN	11	21	1	v		aorist	active	indicative	
43011021002	JHN	11	21	2						
43011021003	JHN	11	21	3		nominative				
43011021004	JHN	11	21	4		nominative				
43011021005	JHN	11	21	5						
43011021006	JHN	11	21	6		accusative				
43011021007	JHN	11	21	7	aux	vocative				
43011021008	JHN	11	21	8						
43011021009	JHN	11	21	9	vc		imperfect	active	indicative	
43011021010	JHN	11	21	10	p					
43011021011	JHN	11	21	11	adv					
43011021012	JHN	11	21	12						
43011021013	JHN	11	21	13	v		aorist	active	indicative	
43011021014	JHN	11	21	14		nominative				
43011021015	JHN	11	21	15		nominative				
43011021016	JHN	11	21	16		genitive				
43011022001	JHN	11	22	1	adv					
43011022002	JHN	11	22	2	adv					
43011022003	JHN	11	22	3	v		perfect	active	indicative	
43011022004	JHN	11	22	4						
43011022005	JHN	11	22	5	o2	accusative				
43011022006	JHN	11	22	6						
43011022007	JHN	11	22	7	v		aorist	middle	subjunctive	
43011022008	JHN	11	22	8		accusative				
43011022009	JHN	11	22	9		accusative				
43011022010	JHN	11	22	10	v		future	active	indicative	
43011022011	JHN	11	22	11	io	dative				
43011022012	JHN	11	22	12		nominative				
43011022013	JHN	11	22	13		nominative				
43011023001	JHN	11	23	1	v		present	active	indicative	
43011023002	JHN	11	23	2	io	dative				
43011023003	JHN	11	23	3		nominative				
43011023004	JHN	11	23	4		nominative				
43011023005	JHN	11	23	5	v		future	middle	indicative	
43011023006	JHN	11	23	6		nominative				
43011023007	JHN	11	23	7		nominative				
43011023008	JHN	11	23	8		genitive				
43011024001	JHN	11	24	1	v		present	active	indicative	
43011024002	JHN	11	24	2	io	dative				
43011024003	JHN	11	24	3		nominative				
43011024004	JHN	11	24	4		nominative				
43011024005	JHN	11	24	5	v		perfect	active	indicative	
43011024006	JHN	11	24	6						
43011024007	JHN	11	24	7	v		future	middle	indicative	
43011024008	JHN	11	24	8						
43011024009	JHN	11	24	9		dative				
43011024010	JHN	11	24	10		dative				
43011024011	JHN	11	24	11						
43011024012	JHN	11	24	12		dative				
43011024013	JHN	11	24	13		dative				superlative
43011024014	JHN	11	24	14		dative				
43011025001	JHN	11	25	1	v		aorist	active	indicative	
43011025002	JHN	11	25	2	io	dative				
43011025003	JHN	11	25	3		nominative				
43011025004	JHN	11	25	4		nominative				
43011025005	JHN	11	25	5	s	nominative				
43011025006	JHN	11	25	6	vc		present	active	indicative	
43011025007	JHN	11	25	7		nominative				
43011025008	JHN	11	25	8		nominative				
43011025009	JHN	11	25	9						
43011025010	JHN	11	25	10		nominative				
43011025011	JHN	11	25	11		nominative				
43011025012	JHN	11	25	12		nominative				
43011025013	JHN	11	25	13	v	nominative	present	active	participle	
43011025014	JHN	11	25	14						
43011025015	JHN	11	25	15		accusative				
43011025016	JHN	11	25	16						
43011025017	JHN	11	25	17	v		aorist	active	subjunctive	
43011025018	JHN	11	25	18	v		future	middle	indicative	
43011026001	JHN	11	26	1						
43011026002	JHN	11	26	2		nominative				
43011026003	JHN	11	26	3		nominative				
43011026004	JHN	11	26	4	v	nominative	present	active	participle	
43011026005	JHN	11	26	5						
43011026006	JHN	11	26	6	v	nominative	present	active	participle	
43011026007	JHN	11	26	7						
43011026008	JHN	11	26	8		accusative				
43011026009	JHN	11	26	9						
43011026010	JHN	11	26	10						
43011026011	JHN	11	26	11	v		aorist	active	subjunctive	
43011026012	JHN	11	26	12						
43011026013	JHN	11	26	13		accusative				
43011026014	JHN	11	26	14		accusative				
43011026015	JHN	11	26	15	v		present	active	indicative	
43011026016	JHN	11	26	16	o	accusative				
43011027001	JHN	11	27	1	v		present	active	indicative	
43011027002	JHN	11	27	2	io	dative				
43011027003	JHN	11	27	3	aux					
43011027004	JHN	11	27	4	aux	vocative				
43011027005	JHN	11	27	5	s	nominative				
43011027006	JHN	11	27	6	v		perfect	active	indicative	
43011027007	JHN	11	27	7						
43011027008	JHN	11	27	8	s	nominative				
43011027009	JHN	11	27	9	vc		present	active	indicative	
43011027010	JHN	11	27	10		nominative				
43011027011	JHN	11	27	11		nominative				
43011027012	JHN	11	27	12		nominative				
43011027013	JHN	11	27	13		nominative				
43011027014	JHN	11	27	14		genitive				
43011027015	JHN	11	27	15		genitive				
43011027016	JHN	11	27	16		nominative				
43011027017	JHN	11	27	17						
43011027018	JHN	11	27	18		accusative				
43011027019	JHN	11	27	19		accusative				
43011027020	JHN	11	27	20	v	nominative	present	middlepassive	participle	
43011028001	JHN	11	28	1						
43011028002	JHN	11	28	2	o	accusative				
43011028003	JHN	11	28	3	v	nominative	aorist	active	participle	
43011028004	JHN	11	28	4	v		aorist	active	indicative	
43011028005	JHN	11	28	5						
43011028006	JHN	11	28	6	v		aorist	active	indicative	
43011028007	JHN	11	28	7		accusative				
43011028008	JHN	11	28	8		accusative				
43011028009	JHN	11	28	9		accusative				
43011028010	JHN	11	28	10		genitive				
43011028011	JHN	11	28	11	adv					
43011028012	JHN	11	28	12	v	nominative	aorist	active	participle	
43011028013	JHN	11	28	13		nominative				
43011028014	JHN	11	28	14		nominative				
43011028015	JHN	11	28	15	v		present	active	indicative	
43011028016	JHN	11	28	16						
43011028017	JHN	11	28	17	v		present	active	indicative	
43011028018	JHN	11	28	18	o	accusative				
43011029001	JHN	11	29	1	s	nominative				
43011029002	JHN	11	29	2						
43011029003	JHN	11	29	3						
43011029004	JHN	11	29	4	v		aorist	active	indicative	
43011029005	JHN	11	29	5	v		present	passive	indicative	
43011029006	JHN	11	29	6	adv	accusative				
43011029007	JHN	11	29	7						
43011029008	JHN	11	29	8	v		imperfect	middlepassive	indicative	
43011029009	JHN	11	29	9						
43011029010	JHN	11	29	10		accusative				
43011030001	JHN	11	30	1						
43011030002	JHN	11	30	2						
43011030003	JHN	11	30	3	v		pluperfect	active	indicative	
43011030004	JHN	11	30	4		nominative				
43011030005	JHN	11	30	5		nominative				
43011030006	JHN	11	30	6						
43011030007	JHN	11	30	7		accusative				
43011030008	JHN	11	30	8		accusative				
43011030009	JHN	11	30	9						
43011030010	JHN	11	30	10	vc		imperfect	active	indicative	
43011030011	JHN	11	30	11	adv					
43011030012	JHN	11	30	12						
43011030013	JHN	11	30	13		dative				
43011030014	JHN	11	30	14		dative				
43011030015	JHN	11	30	15	adv					
43011030016	JHN	11	30	16	v		aorist	active	indicative	
43011030017	JHN	11	30	17	o	dative				
43011030018	JHN	11	30	18		nominative				
43011030019	JHN	11	30	19		nominative				
43011031001	JHN	11	31	1		nominative				
43011031002	JHN	11	31	2						
43011031003	JHN	11	31	3		nominative				
43011031004	JHN	11	31	4		nominative				
43011031005	JHN	11	31	5	vc	nominative	present	active	participle	
43011031006	JHN	11	31	6						
43011031007	JHN	11	31	7		genitive				
43011031008	JHN	11	31	8						
43011031009	JHN	11	31	9		dative				
43011031010	JHN	11	31	10		dative				
43011031011	JHN	11	31	11						
43011031012	JHN	11	31	12	v	nominative	present	middlepassive	participle	
43011031013	JHN	11	31	13	o	accusative				
43011031014	JHN	11	31	14	v	nominative	aorist	active	participle	
43011031015	JHN	11	31	15		accusative				
43011031016	JHN	11	31	16		accusative				
43011031017	JHN	11	31	17						
43011031018	JHN	11	31	18	adv					
43011031019	JHN	11	31	19	v		aorist	active	indicative	
43011031020	JHN	11	31	20						
43011031021	JHN	11	31	21	v		aorist	active	indicative	
43011031022	JHN	11	31	22	v		aorist	active	indicative	
43011031023	JHN	11	31	23	o	dative				
43011031024	JHN	11	31	24	v	nominative	aorist	active	participle	
43011031025	JHN	11	31	25						
43011031026	JHN	11	31	26	v		present	active	indicative	
43011031027	JHN	11	31	27						
43011031028	JHN	11	31	28		accusative				
43011031029	JHN	11	31	29		accusative				
43011031030	JHN	11	31	30						
43011031031	JHN	11	31	31	v		aorist	active	subjunctive	
43011031032	JHN	11	31	32	adv					
43011032001	JHN	11	32	1		nominative				
43011032002	JHN	11	32	2						
43011032003	JHN	11	32	3		nominative				
43011032004	JHN	11	32	4						
43011032005	JHN	11	32	5	v		aorist	active	indicative	
43011032006	JHN	11	32	6	p					
43011032007	JHN	11	32	7	vc		imperfect	active	indicative	
43011032008	JHN	11	32	8	s	nominative				
43011032009	JHN	11	32	9	v	nominative	aorist	active	participle	
43011032010	JHN	11	32	10	o	accusative				
43011032011	JHN	11	32	11	v		aorist	active	indicative	
43011032012	JHN	11	32	12		genitive				
43011032013	JHN	11	32	13						
43011032014	JHN	11	32	14		accusative				
43011032015	JHN	11	32	15		accusative				
43011032016	JHN	11	32	16	v	nominative	present	active	participle	
43011032017	JHN	11	32	17	io	dative				
43011032018	JHN	11	32	18	aux	vocative				
43011032019	JHN	11	32	19						
43011032020	JHN	11	32	20	vc		imperfect	active	indicative	
43011032021	JHN	11	32	21	p					
43011032022	JHN	11	32	22	adv					
43011032023	JHN	11	32	23						
43011032024	JHN	11	32	24		genitive				
43011032025	JHN	11	32	25	v		aorist	active	indicative	
43011032026	JHN	11	32	26		nominative				
43011032027	JHN	11	32	27		nominative				
43011033001	JHN	11	33	1	aux	nominative				
43011033002	JHN	11	33	2						
43011033003	JHN	11	33	3						
43011033004	JHN	11	33	4	v		aorist	active	indicative	
43011033005	JHN	11	33	5	s	accusative				
43011033006	JHN	11	33	6	v	accusative	present	active	participle	
43011033007	JHN	11	33	7						
43011033008	JHN	11	33	8		accusative				
43011033009	JHN	11	33	9	v	accusative	aorist	active	participle	
43011033010	JHN	11	33	10	o	dative				
43011033011	JHN	11	33	11		accusative				
43011033012	JHN	11	33	12	v	accusative	present	active	participle	
43011033013	JHN	11	33	13	v		aorist	middle	indicative	
43011033014	JHN	11	33	14		dative				
43011033015	JHN	11	33	15		dative				
43011033016	JHN	11	33	16						
43011033017	JHN	11	33	17	v		aorist	active	indicative	
43011033018	JHN	11	33	18	o	accusative				
43011034001	JHN	11	34	1						
43011034002	JHN	11	34	2	v		aorist	active	indicative	
43011034003	JHN	11	34	3	adv					
43011034004	JHN	11	34	4	v		perfect	active	indicative	
43011034005	JHN	11	34	5	o	accusative				
43011034006	JHN	11	34	6	v		present	active	indicative	
43011034007	JHN	11	34	7	io	dative				
43011034008	JHN	11	34	8	aux	vocative				
43011034009	JHN	11	34	9	v		present	middlepassive	imperative	
43011034010	JHN	11	34	10						
43011034011	JHN	11	34	11	v		aorist	active	imperative	
43011035001	JHN	11	35	1	v		aorist	active	indicative	
43011035002	JHN	11	35	2		nominative				
43011035003	JHN	11	35	3		nominative				
43011036001	JHN	11	36	1	v		imperfect	active	indicative	
43011036002	JHN	11	36	2						
43011036003	JHN	11	36	3		nominative				
43011036004	JHN	11	36	4		nominative				
43011036005	JHN	11	36	5	aux		aorist	active	imperative	
43011036006	JHN	11	36	6	adv					
43011036007	JHN	11	36	7	v		imperfect	active	indicative	
43011036008	JHN	11	36	8	o	accusative				
43011037001	JHN	11	37	1		nominative				
43011037002	JHN	11	37	2						
43011037003	JHN	11	37	3						
43011037004	JHN	11	37	4		genitive				
43011037005	JHN	11	37	5	v		aorist	active	indicative	
43011037006	JHN	11	37	6						
43011037007	JHN	11	37	7	v		imperfect	middlepassive	indicative	
43011037008	JHN	11	37	8		nominative				
43011037009	JHN	11	37	9		nominative				
43011037010	JHN	11	37	10	v	nominative	aorist	active	participle	
43011037011	JHN	11	37	11		accusative				
43011037012	JHN	11	37	12		accusative				
43011037013	JHN	11	37	13		genitive				
43011037014	JHN	11	37	14		genitive				
43011037015	JHN	11	37	15	v		aorist	active	infinitive	
43011037016	JHN	11	37	16						
43011037017	JHN	11	37	17						
43011037018	JHN	11	37	18		nominative				
43011037019	JHN	11	37	19	adv					
43011037020	JHN	11	37	20	v		aorist	active	subjunctive	
43011038001	JHN	11	38	1	s	nominative				
43011038002	JHN	11	38	2						
43011038003	JHN	11	38	3	adv					
43011038004	JHN	11	38	4	v	nominative	present	middlepassive	participle	
43011038005	JHN	11	38	5						
43011038006	JHN	11	38	6		dative				
43011038007	JHN	11	38	7	v		present	middlepassive	indicative	
43011038008	JHN	11	38	8						
43011038009	JHN	11	38	9		accusative				
43011038010	JHN	11	38	10		accusative				
43011038011	JHN	11	38	11	vc		imperfect	active	indicative	
43011038012	JHN	11	38	12						
43011038013	JHN	11	38	13	p	nominative				
43011038014	JHN	11	38	14						
43011038015	JHN	11	38	15	s	nominative				
43011038016	JHN	11	38	16	v		imperfect	middlepassive	indicative	
43011038017	JHN	11	38	17						
43011038018	JHN	11	38	18		dative				
43011039001	JHN	11	39	1	v		present	active	indicative	
43011039002	JHN	11	39	2		nominative				
43011039003	JHN	11	39	3		nominative				
43011039004	JHN	11	39	4	v		aorist	active	imperative	
43011039005	JHN	11	39	5		accusative				
43011039006	JHN	11	39	6		accusative				
43011039007	JHN	11	39	7	v		present	active	indicative	
43011039008	JHN	11	39	8	io	dative				
43011039009	JHN	11	39	9		nominative				
43011039010	JHN	11	39	10		nominative				
43011039011	JHN	11	39	11		genitive				
43011039012	JHN	11	39	12	v	genitive	perfect	active	participle	
43011039013	JHN	11	39	13		nominative				
43011039014	JHN	11	39	14	aux	vocative				
43011039015	JHN	11	39	15	adv					
43011039016	JHN	11	39	16	v		present	active	indicative	
43011039017	JHN	11	39	17	p	nominative				
43011039018	JHN	11	39	18						
43011039019	JHN	11	39	19	vc		present	active	indicative	
43011040001	JHN	11	40	1	v		present	active	indicative	
43011040002	JHN	11	40	2	io	dative				
43011040003	JHN	11	40	3		nominative				
43011040004	JHN	11	40	4		nominative				
43011040005	JHN	11	40	5						
43011040006	JHN	11	40	6	v		aorist	active	indicative	
43011040007	JHN	11	40	7	io	dative				
43011040008	JHN	11	40	8						
43011040009	JHN	11	40	9						
43011040010	JHN	11	40	10	v		aorist	active	subjunctive	
43011040011	JHN	11	40	11	v		future	middle	indicative	
43011040012	JHN	11	40	12		accusative				
43011040013	JHN	11	40	13		accusative				
43011040014	JHN	11	40	14		genitive				
43011040015	JHN	11	40	15		genitive				
43011041001	JHN	11	41	1	v		aorist	active	indicative	
43011041002	JHN	11	41	2						
43011041003	JHN	11	41	3		accusative				
43011041004	JHN	11	41	4		accusative				
43011041005	JHN	11	41	5		nominative				
43011041006	JHN	11	41	6						
43011041007	JHN	11	41	7		nominative				
43011041008	JHN	11	41	8	v		aorist	active	indicative	
43011041009	JHN	11	41	9		accusative				
43011041010	JHN	11	41	10		accusative				
43011041011	JHN	11	41	11	adv					
43011041012	JHN	11	41	12						
43011041013	JHN	11	41	13	v		aorist	active	indicative	
43011041014	JHN	11	41	14	aux	vocative				
43011041015	JHN	11	41	15	v		present	active	indicative	
43011041016	JHN	11	41	16	o	dative				
43011041017	JHN	11	41	17						
43011041018	JHN	11	41	18	v		aorist	active	indicative	
43011041019	JHN	11	41	19	o	genitive				
43011042001	JHN	11	42	1	s	nominative				
43011042002	JHN	11	42	2						
43011042003	JHN	11	42	3	v		pluperfect	active	indicative	
43011042004	JHN	11	42	4						
43011042005	JHN	11	42	5	adv					
43011042006	JHN	11	42	6	o	genitive				
43011042007	JHN	11	42	7	v		present	active	indicative	
43011042008	JHN	11	42	8						
43011042009	JHN	11	42	9						
43011042010	JHN	11	42	10		accusative				
43011042011	JHN	11	42	11		accusative				
43011042012	JHN	11	42	12		accusative				
43011042013	JHN	11	42	13	v	accusative	perfect	active	participle	
43011042014	JHN	11	42	14	v		aorist	active	indicative	
43011042015	JHN	11	42	15						
43011042016	JHN	11	42	16	v		aorist	active	subjunctive	
43011042017	JHN	11	42	17						
43011042018	JHN	11	42	18	s	nominative				
43011042019	JHN	11	42	19	o	accusative				
43011042020	JHN	11	42	20	v		aorist	active	indicative	
43011043001	JHN	11	43	1						
43011043002	JHN	11	43	2	o	accusative				
43011043003	JHN	11	43	3	v	nominative	aorist	active	participle	
43011043004	JHN	11	43	4		dative				
43011043005	JHN	11	43	5		dative				
43011043006	JHN	11	43	6	v		aorist	active	indicative	
43011043007	JHN	11	43	7	aux	vocative				
43011043008	JHN	11	43	8	v		present	active	imperative	
43011043009	JHN	11	43	9	adv					
43011044001	JHN	11	44	1	v		aorist	active	indicative	
43011044002	JHN	11	44	2		nominative				
43011044003	JHN	11	44	3	v	nominative	perfect	active	participle	
43011044004	JHN	11	44	4	v	nominative	perfect	passive	participle	
43011044005	JHN	11	44	5		accusative				
43011044006	JHN	11	44	6		accusative				
43011044007	JHN	11	44	7						
43011044008	JHN	11	44	8		accusative				
43011044009	JHN	11	44	9		accusative				
43011044010	JHN	11	44	10	adv	dative				
43011044011	JHN	11	44	11						
43011044012	JHN	11	44	12		nominative				
43011044013	JHN	11	44	13		nominative				
43011044014	JHN	11	44	14		genitive				
43011044015	JHN	11	44	15	adv	dative				
43011044016	JHN	11	44	16	v		pluperfect	passive	indicative	
43011044017	JHN	11	44	17	v		present	active	indicative	
43011044018	JHN	11	44	18	io	dative				
43011044019	JHN	11	44	19		nominative				
43011044020	JHN	11	44	20		nominative				
43011044021	JHN	11	44	21	v		aorist	active	imperative	
43011044022	JHN	11	44	22	o	accusative				
43011044023	JHN	11	44	23						
43011044024	JHN	11	44	24	v		aorist	active	imperative	
43011044025	JHN	11	44	25	s	accusative				
43011044026	JHN	11	44	26	v		present	active	infinitive	
43011045001	JHN	11	45	1		nominative				
43011045002	JHN	11	45	2						
43011045003	JHN	11	45	3						
43011045004	JHN	11	45	4		genitive				
43011045005	JHN	11	45	5		genitive				
43011045006	JHN	11	45	6		nominative				
43011045007	JHN	11	45	7	v	nominative	aorist	active	participle	
43011045008	JHN	11	45	8						
43011045009	JHN	11	45	9		accusative				
43011045010	JHN	11	45	10		accusative				
43011045011	JHN	11	45	11						
43011045012	JHN	11	45	12	v	nominative	aorist	middle	participle	
43011045013	JHN	11	45	13	o	accusative				
43011045014	JHN	11	45	14	v		aorist	active	indicative	
43011045015	JHN	11	45	15	v		aorist	active	indicative	
43011045016	JHN	11	45	16						
43011045017	JHN	11	45	17		accusative				
43011046001	JHN	11	46	1		nominative				
43011046002	JHN	11	46	2						
43011046003	JHN	11	46	3						
43011046004	JHN	11	46	4		genitive				
43011046005	JHN	11	46	5	v		aorist	active	indicative	
43011046006	JHN	11	46	6						
43011046007	JHN	11	46	7		accusative				
43011046008	JHN	11	46	8		accusative				
43011046009	JHN	11	46	9						
43011046010	JHN	11	46	10	v		aorist	active	indicative	
43011046011	JHN	11	46	11	io	dative				
43011046012	JHN	11	46	12	o	accusative				
43011046013	JHN	11	46	13	v		aorist	active	indicative	
43011046014	JHN	11	46	14	s	nominative				
43011047001	JHN	11	47	1	v		aorist	active	indicative	
43011047002	JHN	11	47	2						
43011047003	JHN	11	47	3		nominative				
43011047004	JHN	11	47	4		nominative				
43011047005	JHN	11	47	5						
43011047006	JHN	11	47	6		nominative				
43011047007	JHN	11	47	7		nominative				
43011047008	JHN	11	47	8	o	accusative				
43011047009	JHN	11	47	9						
43011047010	JHN	11	47	10	v		imperfect	active	indicative	
43011047011	JHN	11	47	11	o	accusative				
43011047012	JHN	11	47	12	v		present	active	indicative	
43011047013	JHN	11	47	13						
43011047014	JHN	11	47	14		nominative				
43011047015	JHN	11	47	15		nominative				
43011047016	JHN	11	47	16		nominative				
43011047017	JHN	11	47	17		accusative				
43011047018	JHN	11	47	18	v		present	active	indicative	
43011047019	JHN	11	47	19		accusative				
43011048001	JHN	11	48	1						
43011048002	JHN	11	48	2	v		aorist	active	subjunctive	
43011048003	JHN	11	48	3	o	accusative				
43011048004	JHN	11	48	4	adv					
43011048005	JHN	11	48	5	s	nominative				
43011048006	JHN	11	48	6	v		future	active	indicative	
43011048007	JHN	11	48	7						
43011048008	JHN	11	48	8		accusative				
43011048009	JHN	11	48	9						
43011048010	JHN	11	48	10	v		future	middle	indicative	
43011048011	JHN	11	48	11		nominative				
43011048012	JHN	11	48	12		nominative				
43011048013	JHN	11	48	13						
43011048014	JHN	11	48	14	v		future	active	indicative	
43011048015	JHN	11	48	15		genitive				
43011048016	JHN	11	48	16						
43011048017	JHN	11	48	17		accusative				
43011048018	JHN	11	48	18		accusative				
43011048019	JHN	11	48	19						
43011048020	JHN	11	48	20		accusative				
43011048021	JHN	11	48	21		accusative				
43011049001	JHN	11	49	1		nominative				
43011049002	JHN	11	49	2						
43011049003	JHN	11	49	3		nominative				
43011049004	JHN	11	49	4						
43011049005	JHN	11	49	5		genitive				
43011049006	JHN	11	49	6		nominative				
43011049007	JHN	11	49	7	p	nominative				
43011049008	JHN	11	49	8	vc	nominative	present	active	participle	
43011049009	JHN	11	49	9		genitive				
43011049010	JHN	11	49	10		genitive				
43011049011	JHN	11	49	11		genitive				
43011049012	JHN	11	49	12	v		aorist	active	indicative	
43011049013	JHN	11	49	13	io	dative				
43011049014	JHN	11	49	14	s	nominative				
43011049015	JHN	11	49	15	adv					
43011049016	JHN	11	49	16	v		perfect	active	indicative	
43011049017	JHN	11	49	17	o	accusative				
43011050001	JHN	11	50	1						
43011050002	JHN	11	50	2	v		present	middlepassive	indicative	
43011050003	JHN	11	50	3						
43011050004	JHN	11	50	4	v		present	active	indicative	
43011050005	JHN	11	50	5	adv	dative				
43011050006	JHN	11	50	6						
43011050007	JHN	11	50	7		nominative				
43011050008	JHN	11	50	8		nominative				
43011050009	JHN	11	50	9	v		aorist	active	subjunctive	
43011050010	JHN	11	50	10						
43011050011	JHN	11	50	11		genitive				
43011050012	JHN	11	50	12		genitive				
43011050013	JHN	11	50	13						
43011050014	JHN	11	50	14	adv					
43011050015	JHN	11	50	15		nominative				
43011050016	JHN	11	50	16		nominative				
43011050017	JHN	11	50	17		nominative				
43011050018	JHN	11	50	18	v		aorist	middle	subjunctive	
43011051001	JHN	11	51	1	o	accusative				
43011051002	JHN	11	51	2						
43011051003	JHN	11	51	3						
43011051004	JHN	11	51	4		genitive				
43011051005	JHN	11	51	5	adv					
43011051006	JHN	11	51	6	v		aorist	active	indicative	
43011051007	JHN	11	51	7						
43011051008	JHN	11	51	8	p	nominative				
43011051009	JHN	11	51	9	vc	nominative	present	active	participle	
43011051010	JHN	11	51	10		genitive				
43011051011	JHN	11	51	11		genitive				
43011051012	JHN	11	51	12		genitive				
43011051013	JHN	11	51	13	v		aorist	active	indicative	
